Solve V2
n_odds	isEulerian	listPairs	listPairsCombinationsBase	modifyGraph	hierholzer	total time	total distance	path
10	495	73735	219416	821	4834	299301	25	P: 0 1 2 6 7 12 13 11 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
10	351	70309	115248	687	4406	191001	25	P: 0 1 2 6 7 12 13 11 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
10	259	67568	115063	586	3996	187472	25	P: 0 1 2 6 7 12 13 11 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
10	279	65476	114209	468	4151	184583	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	291	65564	114204	524	3998	184581	25	P: 0 1 2 6 7 12 13 11 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
10	247	65601	113484	548	3912	183792	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	271	64894	113962	447	3757	183331	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	276	64960	117282	427	3768	186713	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	251	64806	113166	468	3878	182569	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 3 4 2 4 7 6 5 0
10	233	64104	114243	580	3980	183140	25	P: 0 1 2 6 7 12 13 11 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
