n_odds	isEulerian	listPairs	listPairsCombinationsBase	modifyGraph	hierholzer	total_time	total_distance	path
18	2394	1336713	56166339269	13539	27031110	56194723025	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1606	876833	60540771230	11730	12997964	60554659363	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	861	470317	68441752569	12240	13039750	68455275737	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	956	471527	68126168013	12994	13333396	68139986886	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	2050	1123352	65314622652	11993	13151239	65328911286	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1870	1052655	65775103618	82436	13179284	65789419863	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1923	1049232	60848663204	12458	13338698	60863065515	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1754	937730	68610698076	80737	13215068	68624933365	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1556	856240	66406385095	12846	13606757	66420862494	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1977	1059005	60361622075	12842	13342136	60376038035	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	930	470462	68336739067	82222	13122715	68350415396	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	900	471861	62137381155	12429	13295277	62151161622	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	882	467554	56411300863	12800	21600359	56433382458	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1620	878346	67449467176	12208	13075640	67463434990	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	936	470183	67434083172	12537	13285384	67447852212	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	921	469241	62246671794	12260	12952185	62260106401	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	2000	1122963	65510984379	12628	13264626	65525386596	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	2090	1053926	62163061080	19209	13257231	62177393536	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	2083	1126753	56493881754	13004	27495288	56522518882	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1616	877818	67523253419	11945	13179624	67537324422	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	905	468728	65423013820	12176	13446667	65436942296	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	2138	1235984	67189411422	12925	16996867	67207659336	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1885	1054196	66372199363	13276	17031856	66390300576	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	1397	767413	68471746507	11935	13200774	68485728026	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
18	2025	1078769	67359640772	12827	13581419	67374315812	40	P: 0 20 21 5 0 1 2 6 5 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 2 4 3 8 3 1 0
