Solve V2
n_odds	isEulerian	listPairs	listPairsCombinationsBase	modifyGraph	hierholzer	total time	total distance	path
16	926	437422	431078798	6374	15641	431539161	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	619	274047	394541606	7543	15347	394839162	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	544	274783	392061075	6958	15921	392359281	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	527	275776	400286496	7111	15397	400585307	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	516	275291	403138217	7695	15396	403437115	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
16	584	274347	400304088	6945	16110	400602074	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	532	275404	403959675	7230	15639	404258480	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	608	283342	398098803	7163	15633	398405549	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	572	277221	401949044	7210	14938	402248985	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
16	613	275148	399954340	6905	15078	400252084	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
Solve V2
n_odds	isEulerian	listPairs	listPairsCombinationsBase	modifyGraph	hierholzer	total time	total distance	path
16	559	245014	380566930	6376	15320	380834199	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	959	274361	380563100	6926	15367	380860713	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	622	274966	376579366	6797	15371	376877122	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	660	275961	379517928	6917	15215	379816681	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
16	666	275423	383426975	7014	15064	383725142	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 2 4 2 6 5 0
16	690	274720	382297760	7380	15406	382595956	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
16	625	276718	385087563	7560	15250	385387716	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
16	628	277625	384800312	7504	15757	385101826	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	616	276285	386367768	7627	15510	386667806	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
16	648	275033	386638492	7432	15334	386936939	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	647	275633	388104485	7420	15225	388403410	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
16	632	281047	386379279	6839	14994	386682791	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	652	277519	389019146	6477	15757	389319551	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
16	577	276033	385637328	7248	15410	385936596	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	639	275428	392656781	7199	15281	392955328	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
16	560	274340	391622124	7650	15123	391919797	37	P: 0 1 2 6 7 12 13 18 19 17 15 14 16 17 16 18 13 11 9 14 9 8 10 11 10 12 7 4 3 8 3 1 3 4 2 6 5 0
16	633	277454	388408572	7277	15216	388709152	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
16	656	276646	390872807	7494	15387	391172990	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
16	613	275834	389352866	7025	15500	389651838	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 3 4 2 4 7 6 5 0
16	618	276821	388659206	7683	15598	388959926	37	P: 0 1 2 6 7 12 13 18 19 17 19 18 16 14 16 17 15 14 9 8 10 12 13 11 10 11 9 8 3 1 2 4 3 4 7 6 5 0
